PublicationDate,countryName,reportingYear,Pollutant,Releases
12/15/2025,United Kingdom,2017,Mercury and compounds (as Hg),1408.5
12/15/2025,France,2017,Nickel and compounds (as Ni),20168
12/15/2025,Slovenia,2023,Nitrous oxide (N2O),34833
12/15/2025,Spain,2019,Nitrogen oxides (NOX),156784000
12/15/2025,Romania,2015,Non-methane volatile organic compounds (NMVOC),8646000
12/15/2025,Romania,2008,Carbon dioxide (CO2) excluding biomass,8009300000
12/15/2025,Slovenia,2023,Zinc and compounds (as Zn),357
12/15/2025,Ireland,2013,Nitrous oxide (N2O),189300
12/15/2025,France,2019,Cadmium and compounds (as Cd),736.100002
12/15/2025,Belgium,2017,Halons,3007
12/15/2025,France,2010,Sulphur hexafluoride (SF6),7480.5
12/15/2025,Denmark,2020,Nickel and compounds (as Ni),7.429
12/15/2025,Poland,2022,Chromium and compounds (as Cr),24250
12/15/2025,Finland,2011,Chlorine and inorganic compounds (as HCl),1053700
12/15/2025,Bulgaria,2009,Arsenic and compounds (as As),213.2
12/15/2025,United Kingdom,2012,Chromium and compounds (as Cr),5212
12/15/2025,United Kingdom,2012,PCDD + PCDF (dioxins + furans) (as Teq),0.045627
12/15/2025,Czechia,2020,Particulate matter (PM10),1444766.638
12/15/2025,Spain,2017,Nitrous oxide (N2O),2197100
12/15/2025,Poland,2009,Nitrogen oxides (NOX),298713000
12/15/2025,Spain,2017,Benzene,106420
12/15/2025,Ireland,2013,Sulphur oxides (SOX),12460000
12/15/2025,Italy,2017,Chlorine and inorganic compounds (as HCl),554500
12/15/2025,Belgium,2010,Chlorine and inorganic compounds (as HCl),704400
12/15/2025,Italy,2013,Cadmium and compounds (as Cd),482.4
12/15/2025,Greece,2009,Dichloromethane (DCM),35990
12/15/2025,Italy,2019,Carbon monoxide (CO),150686821.6
12/15/2025,Slovenia,2011,Carbon monoxide (CO),10766000
12/15/2025,Norway,2014,Fluoranthene,3193.56
12/15/2025,France,2009,Tetrachloromethane (TCM),15040
12/15/2025,United Kingdom,2011,Chlorine and inorganic compounds (as HCl),6382700
12/15/2025,Italy,2023,Nitrous oxide (N2O),1011275.2
12/15/2025,France,2009,Tetrachloroethylene,85080
12/15/2025,Serbia,2018,Nitrogen oxides (NOX),50379000
12/15/2025,Portugal,2022,Polycyclic aromatic hydrocarbons (PAHs),275
12/15/2025,United Kingdom,2015,Fluorine and inorganic compounds (as HF),1028100
12/15/2025,Belgium,2023,Dichloromethane (DCM),11010
12/15/2025,Hungary,2021,Lead and compounds (as Pb),3250
12/15/2025,Finland,2018,Copper and compounds (as Cu),974
12/15/2025,Croatia,2023,Benzene,1040
12/15/2025,Slovakia,2022,Sulphur oxides (SOX),8567000
12/15/2025,Austria,2023,Sulphur oxides (SOX),6016000
12/15/2025,Lithuania,2019,Tetrachloroethylene,5270
12/15/2025,Slovakia,2022,Nickel and compounds (as Ni),157.5
12/15/2025,Hungary,2018,Sulphur oxides (SOX),12439000
12/15/2025,United Kingdom,2013,PCDD + PCDF (dioxins + furans) (as Teq),0.042862
12/15/2025,Belgium,2024,Cadmium and compounds (as Cd),208.4
12/15/2025,Belgium,2021,Tetrachloroethylene,8640
12/15/2025,Germany,2016,Dichloromethane (DCM),12760
12/15/2025,Czechia,2022,Benzene,8432.674
12/15/2025,Austria,2023,Nitrous oxide (N2O),137400
12/15/2025,Belgium,2019,Hydrogen cyanide (HCN),23892
12/15/2025,Bulgaria,2010,Arsenic and compounds (as As),1300
12/15/2025,Sweden,2013,Polycyclic aromatic hydrocarbons (PAHs),92
12/15/2025,Slovakia,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.0006
12/15/2025,Netherlands,2019,Particulate matter (PM10),1492900
12/15/2025,Norway,2011,Zinc and compounds (as Zn),21896
12/15/2025,Germany,2011,Chlorine and inorganic compounds (as HCl),4158900
12/15/2025,Lithuania,2019,Non-methane volatile organic compounds (NMVOC),11393000
12/15/2025,Netherlands,2014,Carbon monoxide (CO),73450000
12/15/2025,Switzerland,2018,Fluorine and inorganic compounds (as HF),12
12/15/2025,Netherlands,2018,Ammonia (NH3),2114700
12/15/2025,Ireland,2014,Particulate matter (PM10),336000
12/15/2025,Finland,2013,Lead and compounds (as Pb),443
12/15/2025,Spain,2011,Hydro-fluorocarbons (HFCS),52793
12/15/2025,Greece,2017,Polycyclic aromatic hydrocarbons (PAHs),509
12/15/2025,France,2015,Naphthalene,8520
12/15/2025,Greece,2022,Nitrogen oxides (NOX),58207600
12/15/2025,Ireland,2014,Ammonia (NH3),1767400
12/15/2025,Norway,2007,PCDD + PCDF (dioxins + furans) (as Teq),0.001222
12/15/2025,Hungary,2012,Lead and compounds (as Pb),806
12/15/2025,France,2015,Polycyclic aromatic hydrocarbons (PAHs),3102.2
12/15/2025,Sweden,2022,Particulate matter (PM10),2792900
12/15/2025,Romania,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.00295
12/15/2025,Germany,2022,Ammonia (NH3),14966900
12/15/2025,Norway,2017,Carbon dioxide (CO2) excluding biomass,12471132000
12/15/2025,Cyprus,2019,Carbon dioxide (CO2) excluding biomass,4400000000
12/15/2025,Norway,2007,Chromium and compounds (as Cr),303
12/15/2025,Netherlands,2018,Fluorine and inorganic compounds (as HF),80580
12/15/2025,Greece,2022,Carbon dioxide (CO2),29850500000
12/15/2025,Belgium,2009,"Benzo(g,h,i)perylene",685.666913
12/15/2025,Romania,2012,Particulate matter (PM10),13080000
12/15/2025,Netherlands,2013,Hydro-fluorocarbons (HFCS),29283
12/15/2025,Switzerland,2007,Halons,374
12/15/2025,Hungary,2012,Vinyl chloride,8090
12/15/2025,Slovakia,2010,Methane (CH4),6751000
12/15/2025,Italy,2015,Di-(2-ethyl hexyl) phthalate (DEHP),47.3
12/15/2025,Spain,2021,"1,2-dichloroethane (DCE-1,2)",16000
12/15/2025,United Kingdom,2013,Chromium and compounds (as Cr),4847
12/15/2025,Portugal,2007,Trichloroethylene (TRI),3380
12/15/2025,Bulgaria,2017,Nitrous oxide (N2O),335800
12/15/2025,Slovakia,2012,Mercury and compounds (as Hg),232.8
12/15/2025,Hungary,2007,Lead and compounds (as Pb),806
12/15/2025,Slovakia,2017,Chromium and compounds (as Cr),151
12/15/2025,Slovenia,2018,Nickel and compounds (as Ni),100.36
12/15/2025,Netherlands,2021,Halons,54
12/15/2025,Austria,2019,Non-methane volatile organic compounds (NMVOC),4086000
12/15/2025,Hungary,2007,Vinyl chloride,7490
12/15/2025,Germany,2022,Fluorine and inorganic compounds (as HF),266670
12/15/2025,Poland,2014,Benzene,33550
12/15/2025,Italy,2012,Sulphur hexafluoride (SF6),4494
12/15/2025,Italy,2012,Cadmium and compounds (as Cd),313.8
12/15/2025,Slovenia,2012,Lead and compounds (as Pb),436
12/15/2025,Bulgaria,2012,Ammonia (NH3),7092200
12/15/2025,Slovenia,2019,Copper and compounds (as Cu),110
12/15/2025,Greece,2024,PCDD + PCDF (dioxins + furans) (as Teq),0.000479
12/15/2025,Latvia,2009,Particulate matter (PM10),678900
12/15/2025,Estonia,2020,Polycyclic aromatic hydrocarbons (PAHs),66.9
12/15/2025,Estonia,2008,Cadmium and compounds (as Cd),520.9
12/15/2025,Portugal,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.015651
12/15/2025,Denmark,2018,Carbon monoxide (CO),6018162.891
12/15/2025,Slovakia,2018,Naphthalene,16700
12/15/2025,Spain,2012,"1,2-dichloroethane (DCE-1,2)",11200
12/15/2025,Netherlands,2020,Chromium and compounds (as Cr),472
12/15/2025,Hungary,2013,Lead and compounds (as Pb),654
12/15/2025,United Kingdom,2016,Di-(2-ethyl hexyl) phthalate (DEHP),109
12/15/2025,Denmark,2017,Sulphur oxides (SOX),3622000
12/15/2025,Lithuania,2013,Lead and compounds (as Pb),255
12/15/2025,Denmark,2017,Nitrogen oxides (NOX),14769000
12/15/2025,Switzerland,2009,Dichloromethane (DCM),24170
12/15/2025,Denmark,2009,Non-methane volatile organic compounds (NMVOC),1930000
12/15/2025,Czechia,2016,Carbon dioxide (CO2),66733000000
12/15/2025,France,2015,Trichloroethylene (TRI),10200
12/15/2025,Netherlands,2011,Tetrachloromethane (TCM),27605
12/15/2025,Denmark,2017,Carbon dioxide (CO2),10146000000
12/15/2025,Lithuania,2008,Benzene,43600
12/15/2025,Switzerland,2013,Nickel and compounds (as Ni),396
12/15/2025,Czechia,2016,Nitrogen oxides (NOX),65437000
12/15/2025,Netherlands,2024,Mercury and compounds (as Hg),77.7
12/15/2025,Slovenia,2020,Sulphur oxides (SOX),1730899
12/15/2025,Denmark,2016,Particulate matter (PM10),576900
12/15/2025,Switzerland,2021,Halons,6.49
12/15/2025,Spain,2008,Trichlorobenzenes (TCB),22.1
12/15/2025,Spain,2013,"1,2-dichloroethane (DCE-1,2)",15110
12/15/2025,Denmark,2016,Ammonia (NH3),1274200
12/15/2025,Portugal,2023,Halons,1.35
12/15/2025,Belgium,2016,Tetrachloromethane (TCM),418
12/15/2025,Belgium,2016,Naphthalene,3329
12/15/2025,Belgium,2016,Tetrachloroethylene,26900
12/15/2025,Hungary,2009,Polychlorinated biphenyls (PCBs),0.193
12/15/2025,Luxembourg,2018,PCDD + PCDF (dioxins + furans) (as Teq),0.000301
12/15/2025,Sweden,2012,Sulphur hexafluoride (SF6),686
12/15/2025,Portugal,2015,Tetrachloroethylene,13300
12/15/2025,Lithuania,2014,Zinc and compounds (as Zn),1625
12/15/2025,Sweden,2021,Polycyclic aromatic hydrocarbons (PAHs),83.3
12/15/2025,Sweden,2008,Halons,7.4
12/15/2025,Finland,2007,PCDD + PCDF (dioxins + furans) (as Teq),0.0017
12/15/2025,Luxembourg,2012,Methane (CH4),1352000
12/15/2025,Luxembourg,2013,Methane (CH4),1342000
12/15/2025,Slovakia,2013,Mercury and compounds (as Hg),234.1
12/15/2025,Slovakia,2007,Mercury and compounds (as Hg),927.9
12/15/2025,Norway,2013,Lead and compounds (as Pb),743
12/15/2025,Germany,2009,Di-(2-ethyl hexyl) phthalate (DEHP),1250
12/15/2025,Switzerland,2010,Dichloromethane (DCM),30500
12/15/2025,Slovakia,2007,Sulphur oxides (SOX),63606000
12/15/2025,Spain,2021,Trichloromethane,26464
12/15/2025,Switzerland,2020,Fluorine and inorganic compounds (as HF),11.3
12/15/2025,Sweden,2013,Naphthalene,380
12/15/2025,Slovakia,2008,Carbon monoxide (CO),131031000
12/15/2025,Iceland,2022,Ammonia (NH3),129588
12/15/2025,Ireland,2007,Nitrous oxide (N2O),133400
12/15/2025,Iceland,2021,Polycyclic aromatic hydrocarbons (PAHs),68
12/15/2025,Greece,2020,Fluorine and inorganic compounds (as HF),280780
12/15/2025,Germany,2009,Trichlorobenzenes (TCB),39.4
12/15/2025,Sweden,2012,Polycyclic aromatic hydrocarbons (PAHs),66.1
12/15/2025,Luxembourg,2021,Benzene,16130
12/15/2025,Hungary,2023,Zinc and compounds (as Zn),2670
12/15/2025,Italy,2019,Trichloromethane,500
12/15/2025,Hungary,2022,PCDD + PCDF (dioxins + furans) (as Teq),0.0013
12/15/2025,Sweden,2019,Trichloromethane,18000
12/15/2025,Greece,2010,Dichloromethane (DCM),35520
12/15/2025,Hungary,2010,Hydrogen cyanide (HCN),2670
12/15/2025,Norway,2016,Cadmium and compounds (as Cd),11.8
12/15/2025,Sweden,2012,Nitrogen oxides (NOX),28044000
12/15/2025,Poland,2008,PCDD + PCDF (dioxins + furans) (as Teq),0.722599
12/15/2025,Portugal,2010,Zinc and compounds (as Zn),27547
12/15/2025,Germany,2011,Polycyclic aromatic hydrocarbons (PAHs),1100.2
12/15/2025,Poland,2008,Carbon monoxide (CO),275541000
12/15/2025,France,2013,"1,2-dichloroethane (DCE-1,2)",230890
12/15/2025,Sweden,2024,Arsenic and compounds (as As),291.5
12/15/2025,Belgium,2017,Non-methane volatile organic compounds (NMVOC),14437000
12/15/2025,Italy,2018,Ammonia (NH3),26023991.6
12/15/2025,Malta,2012,Carbon dioxide (CO2),2052000000
12/15/2025,Germany,2010,Benzene,253810
12/15/2025,Denmark,2015,Mercury and compounds (as Hg),55.7
12/15/2025,United Kingdom,2014,Hydrochlorofluorocarbons (HCFCs),119228.95
12/15/2025,France,2008,Sulphur hexafluoride (SF6),6910
12/15/2025,Sweden,2018,Chlorofluorocarbons (CFCs),2040
12/15/2025,Poland,2018,Chlorofluorocarbons (CFCs),21.2
12/15/2025,Lithuania,2016,Carbon dioxide (CO2),5320000000
12/15/2025,Estonia,2008,Nitrogen oxides (NOX),12347000
12/15/2025,Germany,2023,Particulate matter (PM10),6755200
12/15/2025,Italy,2021,Nitrogen oxides (NOX),81158686.1
12/15/2025,United Kingdom,2009,Chlorofluorocarbons (CFCs),52312.13
12/15/2025,Belgium,2012,Dichloromethane (DCM),186990
12/15/2025,Germany,2019,Sulphur oxides (SOX),159542000
12/15/2025,Czechia,2012,Hydrochlorofluorocarbons (HCFCs),1024
12/15/2025,United Kingdom,2015,Carbon dioxide (CO2),1.88147E+11
12/15/2025,Italy,2015,Nitrous oxide (N2O),1681100
12/15/2025,Italy,2022,Carbon dioxide (CO2),1.2235E+11
12/15/2025,Belgium,2020,Non-methane volatile organic compounds (NMVOC),10821000
12/15/2025,Germany,2024,Chlorine and inorganic compounds (as HCl),1024100
12/15/2025,Sweden,2018,Fluorine and inorganic compounds (as HF),138100
12/15/2025,Germany,2009,Nitrous oxide (N2O),38895700
12/15/2025,Greece,2023,Nitrous oxide (N2O),222460
12/15/2025,Spain,2013,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",66.6
12/15/2025,Greece,2008,Sulphur oxides (SOX),369283000
12/15/2025,Greece,2008,Carbon dioxide (CO2),67637000000
12/15/2025,Austria,2013,Nitrogen oxides (NOX),17371000
12/15/2025,France,2023,Naphthalene,46440
12/15/2025,Croatia,2022,Sulphur oxides (SOX),2770000
12/15/2025,Romania,2007,Sulphur oxides (SOX),496625000
12/15/2025,Austria,2012,Carbon dioxide (CO2),33946000000
12/15/2025,Greece,2014,Nickel and compounds (as Ni),33755.9
12/15/2025,France,2017,Particulate matter (PM10),2828900
12/15/2025,Portugal,2024,Hydrogen cyanide (HCN),27860
12/15/2025,Hungary,2024,Sulphur oxides (SOX),3701136
12/15/2025,Switzerland,2018,Mercury and compounds (as Hg),251.778
12/15/2025,Denmark,2007,Zinc and compounds (as Zn),3500
12/15/2025,Romania,2010,Methane (CH4),85509000
12/15/2025,Bulgaria,2015,Carbon dioxide (CO2),31943000000
12/15/2025,France,2017,Tetrachloromethane (TCM),17795
12/15/2025,Spain,2019,Polycyclic aromatic hydrocarbons (PAHs),1350.6
12/15/2025,Austria,2012,Nitrogen oxides (NOX),18595000
12/15/2025,Greece,2014,Mercury and compounds (as Hg),1389.9
12/15/2025,United Kingdom,2017,Ammonia (NH3),10980900
12/15/2025,Hungary,2021,Carbon dioxide (CO2),17004098000
12/15/2025,Spain,2020,Chromium and compounds (as Cr),1681
12/15/2025,Greece,2007,Cadmium and compounds (as Cd),99.6
12/15/2025,Finland,2008,Lead and compounds (as Pb),1472
12/15/2025,Czechia,2020,Nitrogen oxides (NOX),49254213.97
12/15/2025,Poland,2011,Naphthalene,1426
12/15/2025,United Kingdom,2012,Methane (CH4),446175000
12/15/2025,Portugal,2024,Chlorine and inorganic compounds (as HCl),199500
12/15/2025,Finland,2019,Sulphur oxides (SOX),18779000
12/15/2025,Finland,2021,Polychlorinated biphenyls (PCBs),5.9
12/15/2025,Sweden,2017,Hydro-fluorocarbons (HFCS),2621
12/15/2025,Austria,2013,Carbon dioxide (CO2),32572000000
12/15/2025,Denmark,2009,Nitrogen oxides (NOX),20679000
12/15/2025,Czechia,2013,Hydrochlorofluorocarbons (HCFCs),587.3
12/15/2025,United Kingdom,2017,Particulate matter (PM10),9427300
12/15/2025,France,2017,Ammonia (NH3),17349100
12/15/2025,Italy,2019,Methane (CH4),74463921
12/15/2025,Greece,2008,Nitrogen oxides (NOX),162223000
12/15/2025,Portugal,2008,Copper and compounds (as Cu),4160
12/15/2025,Czechia,2013,PCDD + PCDF (dioxins + furans) (as Teq),0.019505
12/15/2025,France,2014,Hydrochlorofluorocarbons (HCFCs),59040.72
12/15/2025,Hungary,2024,Nitrous oxide (N2O),147300
12/15/2025,Bulgaria,2019,Nitrous oxide (N2O),335494
12/15/2025,Belgium,2014,Arsenic and compounds (as As),311.6
12/15/2025,Portugal,2022,Halons,1.19
12/15/2025,France,2017,Naphthalene,19690
12/15/2025,Germany,2016,Copper and compounds (as Cu),13406
12/15/2025,France,2019,Nitrogen oxides (NOX),83321000
12/15/2025,Portugal,2022,Carbon dioxide (CO2),21711000000
12/15/2025,Slovenia,2021,Mercury and compounds (as Hg),50.1065
12/15/2025,Bulgaria,2019,Sulphur oxides (SOX),45133360
12/15/2025,Spain,2017,Chromium and compounds (as Cr),6520
12/15/2025,Spain,2023,Hydrogen cyanide (HCN),3556
12/15/2025,France,2019,Sulphur oxides (SOX),72706000
12/15/2025,Portugal,2022,Nitrogen oxides (NOX),28669000
12/15/2025,Czechia,2021,Sulphur hexafluoride (SF6),1220.29
12/15/2025,Denmark,2020,Particulate matter (PM10),299430.2659
12/15/2025,Spain,2022,Methane (CH4),150650000
12/15/2025,Belgium,2021,Perfluorocarbons (PFCs),20896
12/15/2025,Latvia,2010,Nitrous oxide (N2O),39600
12/15/2025,Poland,2017,Arsenic and compounds (as As),2430.7
12/15/2025,Czechia,2022,PCDD + PCDF (dioxins + furans) (as Teq),0.005196
12/15/2025,Netherlands,2014,Methane (CH4),28573000
12/15/2025,Netherlands,2016,Chromium and compounds (as Cr),882
12/15/2025,Belgium,2017,Cadmium and compounds (as Cd),306
12/15/2025,Slovenia,2007,Sulphur oxides (SOX),9363000
12/15/2025,Slovenia,2013,Nickel and compounds (as Ni),139
12/15/2025,Italy,2023,"1,1,1-trichloroethane (TCE-1,1,1)",303.1249
12/15/2025,Germany,2021,Hydrogen cyanide (HCN),8602
12/15/2025,Greece,2024,Benzene,22220
12/15/2025,Sweden,2021,Chlorine and inorganic compounds (as HCl),119000
12/15/2025,France,2014,Sulphur hexafluoride (SF6),4724.2
12/15/2025,Czechia,2022,Hydrochlorofluorocarbons (HCFCs),112
12/15/2025,Lithuania,2019,Sulphur oxides (SOX),9456000
12/15/2025,Serbia,2018,Particulate matter (PM10),11739800
12/15/2025,Netherlands,2008,Hydro-fluorocarbons (HFCS),31336
12/15/2025,Slovakia,2015,Non-methane volatile organic compounds (NMVOC),5512000
12/15/2025,Finland,2013,Benzene,103910
12/15/2025,Belgium,2009,Polycyclic aromatic hydrocarbons (PAHs),6127.4
12/15/2025,Netherlands,2018,Nickel and compounds (as Ni),754.9
12/15/2025,United Kingdom,2014,Vinyl chloride,39550
12/15/2025,Romania,2018,Polycyclic aromatic hydrocarbons (PAHs),5910
12/15/2025,Switzerland,2007,Non-methane volatile organic compounds (NMVOC),2752000
12/15/2025,Portugal,2013,Carbon dioxide (CO2),29740000000
12/15/2025,Poland,2014,"1,2-dichloroethane (DCE-1,2)",8130
12/15/2025,Cyprus,2020,Sulphur oxides (SOX),10684000
12/15/2025,Switzerland,2018,Nickel and compounds (as Ni),57.5
12/15/2025,Cyprus,2020,Mercury and compounds (as Hg),81.8
12/15/2025,Cyprus,2020,Nickel and compounds (as Ni),4997.8
12/15/2025,Switzerland,2007,Cadmium and compounds (as Cd),33
12/15/2025,Switzerland,2012,Lead and compounds (as Pb),2210
12/15/2025,Austria,2014,Hydrochlorofluorocarbons (HCFCs),633
12/15/2025,Italy,2014,Fluorine and inorganic compounds (as HF),168540
12/15/2025,Serbia,2023,PCDD + PCDF (dioxins + furans) (as Teq),26.044
12/15/2025,Belgium,2007,Perfluorocarbons (PFCs),26864
12/15/2025,Estonia,2023,Nickel and compounds (as Ni),596.4
12/15/2025,France,2018,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",214
12/15/2025,Netherlands,2021,Polycyclic aromatic hydrocarbons (PAHs),122.48
12/15/2025,Spain,2022,Anthracene,53
12/15/2025,Denmark,2013,Nitrous oxide (N2O),142200
12/15/2025,Netherlands,2021,Cadmium and compounds (as Cd),435
12/15/2025,Slovakia,2010,Carbon monoxide (CO),119060000
12/15/2025,Netherlands,2016,PCDD + PCDF (dioxins + furans) (as Teq),0.000899
12/15/2025,Germany,2014,Hexachlorobenzene (HCB),32
12/15/2025,Slovenia,2018,Naphthalene,292
12/15/2025,Netherlands,2008,Anthracene,142
12/15/2025,Slovenia,2012,Perfluorocarbons (PFCs),2290
12/15/2025,Poland,2012,Dichloromethane (DCM),26750
12/15/2025,Slovenia,2012,Nickel and compounds (as Ni),168
12/15/2025,Latvia,2018,Dichloromethane (DCM),1800
12/15/2025,Portugal,2009,Zinc and compounds (as Zn),40330
12/15/2025,Cyprus,2017,Carbon dioxide (CO2),4680000000
12/15/2025,Sweden,2014,Fluorine and inorganic compounds (as HF),138300
12/15/2025,Latvia,2009,Nitrous oxide (N2O),44300
12/15/2025,Netherlands,2020,Dichloromethane (DCM),127370
12/15/2025,Switzerland,2021,Trichloroethylene (TRI),12500
12/15/2025,Sweden,2015,Sulphur oxides (SOX),8915000
12/15/2025,Estonia,2014,Nitrogen oxides (NOX),12261000
12/15/2025,Finland,2023,Polychlorinated biphenyls (PCBs),2.518
12/15/2025,Denmark,2018,Methane (CH4),13148019.73
12/15/2025,Bulgaria,2022,Mercury and compounds (as Hg),1427.5
12/15/2025,Luxembourg,2008,Naphthalene,558
12/15/2025,Lithuania,2009,Nitrous oxide (N2O),1650000
12/15/2025,Sweden,2016,"1,2-dichloroethane (DCE-1,2)",4740
12/15/2025,Finland,2017,Naphthalene,767
12/15/2025,Italy,2017,Polycyclic aromatic hydrocarbons (PAHs),114
12/15/2025,Switzerland,2022,Lead and compounds (as Pb),2161.21
12/15/2025,Switzerland,2019,"1,2-dichloroethane (DCE-1,2)",1390
12/15/2025,Greece,2015,Hydrochlorofluorocarbons (HCFCs),49.4
12/15/2025,Czechia,2016,Fluorine and inorganic compounds (as HF),133660
12/15/2025,Finland,2022,Chlorine and inorganic compounds (as HCl),441900
12/15/2025,Estonia,2010,Copper and compounds (as Cu),2367
12/15/2025,Luxembourg,2022,Carbon monoxide (CO),5980000
12/15/2025,Romania,2021,Chlorine and inorganic compounds (as HCl),12300
12/15/2025,Poland,2010,Cadmium and compounds (as Cd),1047.4
12/15/2025,Ireland,2008,Nitrous oxide (N2O),433000
12/15/2025,Austria,2022,Nitrogen oxides (NOX),14664000
12/15/2025,Spain,2017,Trichlorobenzenes (TCB),36.3
12/15/2025,Belgium,2010,Polycyclic aromatic hydrocarbons (PAHs),8553
12/15/2025,Malta,2016,Nitrogen oxides (NOX),977000
12/15/2025,Portugal,2016,Carbon monoxide (CO),23882000
12/15/2025,Ireland,2021,Methane (CH4),27301748.31
12/15/2025,Netherlands,2024,Ammonia (NH3),1601900
12/15/2025,Finland,2022,Hydrogen cyanide (HCN),405
12/15/2025,Belgium,2016,Nickel and compounds (as Ni),1688.3
12/15/2025,Belgium,2016,Mercury and compounds (as Hg),893.5
12/15/2025,Germany,2017,Tetrachloromethane (TCM),1053
12/15/2025,Luxembourg,2013,Carbon monoxide (CO),6920000
